id,raw_category,scope_group,scope_subgroup,policy,scope_status,canonical_tracker,reason,source_file,source_line,source_label,group7_scope_decision,destination_group,corrected_group7_decision,correction_reason,stable_target_key,battle_hold_group,canonical_decision,decision_reason,evidence_source,source_line_current,exact_raw,english_raw,thai,translation_status
dlg_861ae308e615e2d9,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,359,sText_BattleSurpriseMale,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_BattleSurpriseMale,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h,359,Way to go!\nThat was an eye-opener!\p,Way to go!\nThat was an eye-opener!\p,สุดยอด!\nเปิดหูเปิดตาจริง ๆ!\p,TRANSLATED
dlg_062516b675a690a6,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,363,sText_BattleSurpriseFemale,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_BattleSurpriseFemale,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h,363,That's awesome!\nYou can battle that way?\p,That's awesome!\nYou can battle that way?\p,สุดยอดเลย!\nสู้แบบนั้นได้ด้วยเหรอ?\p,TRANSLATED
dlg_cf3cf0150f4cab0f,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,481,sText_ChooseLeaderMultiBattle,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_ChooseLeaderMultiBattle,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h,481,Please choose the LEADER\nfor a MULTI BATTLE.,Please choose the LEADER\nfor a MULTI BATTLE.,กรุณาเลือกผู้นำ\nสำหรับมัลติแบทเทิล.,TRANSLATED
dlg_7b1e40f4b02cd4c4,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,495,sText_ChooseLeaderBattleTowerLv50,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_ChooseLeaderBattleTowerLv50,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h,495,BATTLE TOWER LEVEL 50!\nPlease choose the LEADER.,BATTLE TOWER LEVEL 50!\nPlease choose the LEADER.,แบทเทิลทาวเวอร์ LV. 50!\nกรุณาเลือกผู้นำ.,TRANSLATED
dlg_da0b1129ea00602c,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,496,sText_ChooseLeaderBattleTowerOpenLv,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_ChooseLeaderBattleTowerOpenLv,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h,496,BATTLE TOWER OPEN LEVEL!\nPlease choose the LEADER.,BATTLE TOWER OPEN LEVEL!\nPlease choose the LEADER.,แบทเทิลทาวเวอร์ OPEN!\nกรุณาเลือกผู้นำ.,TRANSLATED
dlg_164313e81c2881e3,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,525,sText_MustHaveTwoMonsForDoubleBattle,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_MustHaveTwoMonsForDoubleBattle,D,NEEDS_TRANSLATION,Current source still matches English baseline; no closed coverage evidence,src/data/union_room.h,525,"For a DOUBLE BATTLE, you must have\nat least two POKéMON.\p","For a DOUBLE BATTLE, you must have\nat least two POKéMON.\p",ดับเบิลแบทเทิลต้องมีโปเกมอน\nอย่างน้อยสองตัว.\p,TRANSLATED
dlg_634246463f29abfe,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,538,sText_Battle,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_Battle,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h,538,BATTLE,BATTLE,แบทเทิล,TRANSLATED
dlg_d78cd8012dc82cb9,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,545,sText_SingleBattle,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_SingleBattle,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h,545,SINGLE BATTLE,SINGLE BATTLE,ซิงเกิลแบทเทิล,TRANSLATED
dlg_3b639860080d0a8f,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,546,sText_DoubleBattle,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_DoubleBattle,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h,546,DOUBLE BATTLE,DOUBLE BATTLE,ดับเบิลแบทเทิล,TRANSLATED
dlg_5e15e8f76779fdc7,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,547,sText_MultiBattle,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_MultiBattle,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h,547,MULTI BATTLE,MULTI BATTLE,มัลติแบทเทิล,TRANSLATED
dlg_329b4dbd9dcad145,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,564,sText_BattleTowerLv50,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_BattleTowerLv50,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h,564,BATTLE TOWER LV. 50,BATTLE TOWER LV. 50,แบทเทิลทาวเวอร์ LV. 50,TRANSLATED
dlg_6ec7c46b016cc6a7,battle,Unclassified,battle,HOLD_FOR_SCOPE_DECISION,HOLD,,Raw inventory row; scope not explicitly approved.,src/data/union_room.h,565,sText_BattleTowerOpenLv,DEFER_TO_DEDICATED_GROUP,Group 11 Link/Wireless/Trade,,,src/data/union_room.h::sText_BattleTowerOpenLv,D,NEEDS_TRANSLATION,Current player-facing source remains non-Thai; user-approved Battle HOLD scope,src/data/union_room.h,565,BATTLE TOWER OPEN LEVEL,BATTLE TOWER OPEN LEVEL,แบทเทิลทาวเวอร์ OPEN,TRANSLATED
