duplicate_group,english_raw,occurrence_count,source_labels,source_files
dup_00170,Create a quiz!,2,gText_CreateAQuiz2 | gText_CreateAQuiz,src/strings.c | src/strings.c
dup_00171,DAD,2,gText_Dad | gText_NormanMatchCallName,src/strings.c | src/strings.c
dup_00172,DALTON,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00173,DAMP,2,gEasyChatWord_Damp | inline_88,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00174,DAN: You don't even have two POKéMON.\nYou can't expect to beat us like that.$,2,AbandonedShip_Rooms2_1F_Text_DanNotEnoughMons | AbandonedShip_Rooms2_1F_Text_DanRematchNotEnoughMons,data/maps/AbandonedShip_Rooms2_1F/scripts.inc | data/maps/AbandonedShip_Rooms2_1F/scripts.inc
dup_00175,DANTE,2,inline_412 | inline_412,src/data/battle_frontier/apprentice.h | src/data/battle_frontier/apprentice.h
dup_00176,DARK,4,inline_470 | gEasyChatWord_Dark | categoryName | categoryName,src/battle_main.c | src/data/easy_chat/easy_chat_group_status.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00177,DARKNESS,2,categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00178,DAVID,2,inline_404 | trainerName,src/data/battle_frontier/apprentice.h | src/data/trainers.h
dup_00179,DAY,2,gEasyChatWord_Day | gText_Day,src/data/easy_chat/easy_chat_group_time.h | src/strings.c
dup_00180,DEEPSEASCALE,2,name | gText_DeepSeaScale,src/data/items.h | src/strings.c
dup_00181,DEEPSEATOOTH,2,name | gText_DeepSeaTooth,src/data/items.h | src/strings.c
dup_00182,DEFENSE,3,sText_Defense2 | sText_Defense | gText_Defense,src/battle_message.c | src/battle_message.c | src/strings.c
dup_00183,DELIBIRD,2,nickname | inline_227,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00184,DENNIS,2,trainerName | gText_Dennis,src/data/battle_frontier/battle_tent.h | src/strings.c
dup_00185,DESELECT,2,gMenuText_Deselect | gText_Deselect,src/strings.c | src/strings.c
dup_00186,DESERT,2,LandmarkName_Desert | gPCText_Desert,src/landmark.c | src/strings.c
dup_00187,DESERT RUINS,2,sMapName_DESERT_RUINS | LandmarkName_DesertRuins,src/data/region_map/region_map_entries.h | src/landmark.c
dup_00188,DESERT UNDERPASS,2,sMapName_DESERT_UNDERPASS | LandmarkName_DesertUnderpass,src/data/region_map/region_map_entries.h | src/landmark.c
dup_00189,DEWGONG,2,nickname | inline_89,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00190,DIANA,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00191,DISASTER,2,gEasyChatWord_Disaster | categoryName,src/data/easy_chat/easy_chat_group_feelings.h | src/data/pokemon/pokedex_entries.h
dup_00192,DOCILE,2,gEasyChatWord_Docile | sDocileNatureName,src/data/easy_chat/easy_chat_group_conditions.h | src/data/text/nature_names.h
dup_00193,DODRIO,2,nickname | inline_87,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00194,DOTS,2,nickname | nickname,src/data/contest_opponents.h | src/data/trade.h
dup_00195,DOUBLE,2,gText_Double2 | gText_Double,src/strings.c | src/strings.c
dup_00196,DOUBLE BATTLE,2,sText_DoubleBattle | gText_DoubleBattle,src/data/union_room.h | src/strings.c
dup_00197,DRAGON,9,inline_469 | gEasyChatWord_Dragon | categoryName | categoryName | categoryName | categoryName | categoryName | categoryName | categoryName,src/battle_main.c | src/data/easy_chat/easy_chat_group_status.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00198,DRAGONITE,2,nickname | inline_151,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00199,DRILL,3,categoryName | categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00200,DRIZZLE,2,gEasyChatWord_Drizzle | inline_84,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00201,DROUGHT,2,gEasyChatWord_Drought | inline_152,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00202,DUCK,2,categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00203,DUDE,2,sText_Dude | gEasyChatWord_Dude,src/berry_blender.c | src/data/easy_chat/easy_chat_group_people.h
dup_00204,DUGTRIO,2,nickname | inline_53,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00205,DUSCLOPS,4,nickname | nickname | nickname | inline_364,src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00206,DUSTY,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00207,DYLAN,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00208,"Depending on its nature, a POKéMON may\nstart using moves that don't match its\lnature when it is in trouble.\pIf a POKéMON begins behaving oddly\nin a pinch, watch it carefully.$",2,BattleFrontier_BattlePalaceLobby_Text_ExplainRulesWhenInDanger | VerdanturfTown_BattleTentLobby_Text_ExplainWhenInDangerRules,data/maps/BattleFrontier_BattlePalaceLobby/scripts.inc | data/text/battle_tent.inc
dup_00209,Do you want the {STR_VAR_2}\nMODE?,2,sText_DoYouWantXMode | sText_DoYouWantXMode2,src/data/union_room.h | src/data/union_room.h
dup_00210,EARLY BIRD,2,gEasyChatWord_EarlyBird | inline_130,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00211,EDWIN,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00212,EFFECT SPORE,2,gEasyChatWord_EffectSpore | inline_109,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00213,EGG,3,gEasyChatWord_Egg | categoryName | categoryName,src/data/easy_chat/easy_chat_group_trainer.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00214,ELECTABUZZ,2,nickname | inline_127,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00215,ELECTRIC,4,gEasyChatWord_Electric | categoryName | categoryName | categoryName,src/data/easy_chat/easy_chat_group_status.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00216,ELECTRODE,3,nickname | nickname | inline_103,src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00217,ELEKID,2,nickname | inline_241,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00218,ELITE FOUR,2,inline_33 | gText_EliteFourMatchCallDesc,src/data/text/trainer_class_names.h | src/strings.c
dup_00219,ELLIOT,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00220,EMERALD,2,gEasyChatWord_Emerald | gText_ExpandedPlaceholder_Emerald,src/data/easy_chat/easy_chat_group_trainer.h | src/strings.c
dup_00221,ENIGMA BERRY,2,sText_EnigmaBerry | name,src/battle_message.c | src/data/items.h
dup_00222,ENTEI,2,nickname | inline_246,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00223,EON,2,categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00224,ERNEST,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00225,ERUPTION,2,categoryName | inline_287,src/data/pokemon/pokedex_entries.h | src/data/text/move_names.h
dup_00226,ESPEON,3,nickname | nickname | inline_198,src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00227,ETHAN,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00228,EVAN,2,trainerName | trainerName,src/data/battle_frontier/battle_frontier_trainers.h | src/data/contest_opponents.h
dup_00229,EVENTS,3,gEasyChatWord_Events | gText_Events | gEasyChatGroupName_Events,src/data/easy_chat/easy_chat_group_events.h | src/strings.c | src/strings.c
dup_00230,EVOLUTION,2,gEasyChatWord_Evolution | categoryName,src/data/easy_chat/easy_chat_group_events.h | src/data/pokemon/pokedex_entries.h
dup_00231,EXEGGUTOR,2,nickname | inline_105,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00232,EXIT,8,sText_Exit | sText_Exit2 | gText_MenuOptionExit | gText_Exit | gText_UnusedExit | gText_Exit2 | gText_Exit3 | gText_Exit4,src/data/union_room.h | src/data/union_room.h | src/strings.c | src/strings.c | src/strings.c | src/strings.c | src/strings.c | src/strings.c
dup_00233,EXPLOUD,3,nickname | nickname | inline_374,src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00234,Excellent,2,gText_Excellent2 | gText_Excellent,src/strings.c | src/strings.c
dup_00235,"Excuse me!\pYou didn't save before you quit your\nchallenge last time.\pBecause of that, your challenge so far\nhas been disqualified. Sorry!$",2,BattleFrontier_BattleDomeLobby_Text_DidntSaveBeforeQuitting | BattleFrontier_BattleTowerLobby_Text_DidntSaveBeforeQuitting,data/maps/BattleFrontier_BattleDomeLobby/scripts.inc | data/maps/BattleFrontier_BattleTowerLobby/scripts.inc
dup_00236,Excuse me!\pYou don't have three eligible POKéMON.\pYou must have three different POKéMON\nof Level 50 or less to enter.\pThey also must be holding different\nkinds of items.\pEGGS{STR_VAR_1} ineligible.\pPlease come see me when you are ready.$,2,BattleFrontier_BattleDomeLobby_Text_NotEnoughValidMonsLv50 | BattleFrontier_BattleTowerLobby_Text_NotEnoughValidMonsLv50Singles,data/maps/BattleFrontier_BattleDomeLobby/scripts.inc | data/maps/BattleFrontier_BattleTowerLobby/scripts.inc
dup_00237,FAIRY,4,categoryName | categoryName | categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00238,FARAWAY ISLAND,2,sMapName_FARAWAY_ISLAND | gText_FarawayIsland,src/data/region_map/region_map_entries.h | src/strings.c
dup_00239,FEELING,2,gEasyChatWord_Feeling | categoryName,src/data/easy_chat/easy_chat_group_speech.h | src/data/pokemon/pokedex_entries.h
dup_00240,FERNANDO,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00241,FIERY PATH,2,sMapName_FIERY_PATH | LandmarkName_FieryPath,src/data/region_map/region_map_entries.h | src/landmark.c
dup_00242,FIGHT,2,inline_454 | gEasyChatWord_Fight,src/battle_main.c | src/data/easy_chat/easy_chat_group_battle.h
dup_00243,FIRE,2,inline_463 | gEasyChatWord_Fire,src/battle_main.c | src/data/easy_chat/easy_chat_group_status.h
dup_00244,FIRE HORSE,2,categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00245,FIREFLY,2,categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00246,FISH,2,categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00247,FIVE STAR,2,categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00248,FLAAFFY,2,nickname | inline_182,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00249,FLAME,5,gEasyChatWord_Flame | categoryName | categoryName | categoryName | categoryName,src/data/easy_chat/easy_chat_group_trainer.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00250,FLAME BODY,2,gEasyChatWord_FlameBody | inline_131,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00251,FLANNERY,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00252,FLAREON,2,nickname | inline_138,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00253,FLASH FIRE,2,gEasyChatWord_FlashFire | inline_100,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00254,FLOWER,3,categoryName | categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00255,FLYCATCHER,2,categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00256,FLYGON,2,nickname | inline_336,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00257,FLYING,2,inline_455 | gEasyChatWord_Flying,src/battle_main.c | src/data/easy_chat/easy_chat_group_status.h
dup_00258,FORECAST,2,gEasyChatWord_Forecast | inline_141,src/data/easy_chat/easy_chat_group_status.h | src/data/text/abilities.h
dup_00259,FOREST,2,categoryName | gPCText_Forest,src/data/pokemon/pokedex_entries.h | src/strings.c
dup_00260,FORRETRESS,2,nickname | inline_207,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00261,FOX,2,categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00262,FRANK,3,inline_388 | inline_388 | inline_388,src/data/battle_frontier/apprentice.h | src/data/battle_frontier/apprentice.h | src/data/battle_frontier/apprentice.h
dup_00263,FRIEND,2,gEasyChatWord_Friend | gText_Friend2,src/data/easy_chat/easy_chat_group_people.h | src/strings.c
dup_00264,Foe,3,sText_FoePkmnPrefix2 | sText_FoePkmnPrefix3 | sText_FoePkmnPrefix4,src/battle_message.c | src/battle_message.c | src/battle_message.c
dup_00265,From out of the ashes I leap! Hiyah!\nI challenge thee!$,2,Route113_Text_LaoIntro | Route113_Text_LaoRematchIntro,data/text/trainers.inc | data/text/trainers.inc
dup_00266,GABBY & TY,6,trainerName | trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00267,GABRIELLE,5,trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
dup_00268,GARDEVOIR,3,nickname | nickname | inline_396,src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00269,GAS,2,categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00270,GENGAR,5,nickname | nickname | nickname | nickname | inline_96,src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00271,GHOST,2,inline_460 | gEasyChatWord_Ghost,src/battle_main.c | src/data/easy_chat/easy_chat_group_status.h
dup_00272,GILLIAN,2,trainerName | trainerName,src/data/battle_frontier/battle_frontier_trainers.h | src/data/battle_frontier/battle_frontier_trainers.h
dup_00273,GINA & MIA,2,trainerName | trainerName,src/data/trainers.h | src/data/trainers.h
dup_00274,GIVE,4,gEasyChatWord_Give | gMenuText_Give | gMenuText_Give2 | gPCText_Give,src/data/easy_chat/easy_chat_group_actions.h | src/strings.c | src/strings.c | src/strings.c
dup_00275,GLACIA,2,trainerName | gText_Glacia,src/data/trainers.h | src/strings.c
dup_00276,GLOOM,2,nickname | inline_46,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00277,GOLD,3,gEasyChatWord_Gold | gText_Gold | gText_GoldCard,src/data/easy_chat/easy_chat_group_trainer.h | src/strings.c | src/strings.c
dup_00278,GOLDFISH,2,categoryName | categoryName,src/data/pokemon/pokedex_entries.h | src/data/pokemon/pokedex_entries.h
dup_00279,GOLDUCK,2,nickname | inline_57,src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00280,GRANITE CAVE,2,sMapName_GRANITE_CAVE | LandmarkName_GraniteCave,src/data/region_map/region_map_entries.h | src/landmark.c
dup_00281,GRASS,2,inline_465 | gEasyChatWord_Grass,src/battle_main.c | src/data/easy_chat/easy_chat_group_status.h
dup_00282,GREEN SHARD,2,name | gText_GreenShard,src/data/items.h | src/strings.c
dup_00283,GREETINGS,2,sText_Greetings | gEasyChatGroupName_Greetings,src/data/union_room.h | src/strings.c
dup_00284,GROUDON,2,inline_407 | gText_ExpandedPlaceholder_Groudon,src/data/text/species_names.h | src/strings.c
dup_00285,GROUND,2,inline_457 | gEasyChatWord_Ground,src/battle_main.c | src/data/easy_chat/easy_chat_group_status.h
dup_00286,GRUMPIG,3,nickname | nickname | inline_354,src/data/battle_frontier/trainer_hill.h | src/data/battle_frontier/trainer_hill.h | src/data/text/species_names.h
dup_00287,GRUNT,53,trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName | trainerName,src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h | src/data/trainers.h
